D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_1.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_2.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_3.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_4.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_1.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_2.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_3.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_4.raw	Student's T-test Significant KO_WT	Student's T-test significant	-Log Student's T-test p-value KO_WT	Student's T-test q-value KO_WT	Student's T-test Difference KO_WT	Student's T-test Test statistic KO_WT	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
23.2203578948975	22.6447048187256	23.3111057281494	24.0099048614502	23.019868850708	22.6890411376953	23.7181968688965	23.6601848602295			0.0224068339564281	1	0.0246953964233398	0.0519237473675125	P24270	P24270	CATA_MOUSE	Cat	Catalase
24.3289470672607	24.5741195678711	24.5250244140625	24.4850273132324	24.3294124603271	24.7260780334473	24.571008682251	24.2756938934326			0.00776764600319616	0.998343369175627	0.0027313232421875	0.0125329976642761	P24369	P24369	PPIB_MOUSE	Ppib	Peptidyl-prolyl cis-trans isomerase B
21.6609916687012	21.7998790740967	21.8386173248291	21.7262916564941	21.8069553375244	21.8873119354248	21.5930347442627	21.9086513519287			0.205481361455931	1	-0.0425434112548828	-0.233573377191247	P24452	P24452;Q99LB4	CAPG_MOUSE	Capg	Macrophage-capping protein
21.0734844207764	21.1506843566895	21.3330688476563	21.5735530853271	20.9597415924072	20.8187580108643	21.2525501251221	21.2524280548096			0.653498284215882	1	0.211828231811523	0.829030018374532	P24472	P24472	GSTA4_MOUSE	Gsta4	Glutathione S-transferase A4
23.0636329650879	23.1603851318359	23.13427734375	23.0620613098145	23.0418300628662	23.2284965515137	23.0302715301514	23.1122570037842			0.012174446636819	0.998353700053754	0.00187540054321289	0.0123448246213516	P24527	P24527	LKHA4_MOUSE	Lta4h	Leukotriene A-4 hydrolase
NaN	18.196496963501	18.3955001831055	19.1916103363037	NaN	18.3922672271729	17.2132472991943	18.3537158966064			0.54666475181283	1	0.608125686645508	1.02736327872327	P24529	P24529;Q3UTB3	TY3H_MOUSE	Th	Tyrosine 3-monooxygenase
21.3284072875977	21.5432987213135	21.6903533935547	21.5710144042969	21.3702335357666	21.4182472229004	21.5064697265625	21.4802856445313			0.50328807883618	1	0.0894594192504883	0.49318712398273	P24547	P24547	IMDH2_MOUSE	Impdh2	Inosine-5'-monophosphate dehydrogenase 2
23.248119354248	22.6147499084473	23.1446075439453	23.7752208709717	23.0609512329102	22.7859191894531	23.2254180908203	23.5189819335938			0.0598488324516145	1	0.0478568077087402	0.124955445244224	P24549	P24549	AL1A1_MOUSE	Aldh1a1	Retinal dehydrogenase 1
19.4650955200195	19.7229824066162	19.6967658996582	19.7982959747314	19.6036262512207	19.9748706817627	20.2163429260254	19.7129821777344			0.634842395702964	1	-0.206170558929443	-0.808482913374784	P24638	P24638;B7ZCF5	PPAL_MOUSE	Acp2	Lysosomal acid phosphatase
23.3476657867432	23.4825801849365	23.581184387207	23.411600112915	23.3867568969727	23.5406494140625	23.6559677124023	23.4606266021729			0.304012003078808	1	-0.0552425384521484	-0.313253425038897	P24668	P24668	MPRD_MOUSE	M6pr	Cation-dependent mannose-6-phosphate receptor
19.7260971069336	19.9706077575684	20.0458698272705	19.8810424804688	19.9791774749756	19.6512222290039	20.2205295562744	19.6346607208252			0.0793357793437119	1	0.0345067977905273	0.13441095280818	P24788;P24788-2	P24788;A2A9P6;P24788-2	CD11B_MOUSE	Cdk11b	Cyclin-dependent kinase 11B
17.6197834014893	NaN	18.9187870025635	17.428466796875	17.0676651000977	17.2612590789795	17.748218536377	NaN			0.546093925590578	1	0.629964828491211	1.03263446290499	P25206	P25206	MCM3_MOUSE	Mcm3	DNA replication licensing factor MCM3
22.5471687316895	22.2549152374268	22.4743213653564	22.5059032440186	22.5912837982178	22.1575622558594	22.2998332977295	22.3500518798828			0.374296086945535	1	0.0958943367004395	0.453627459842812	P25444	E9Q1N8;F6YTZ4;J3QMG5;P25444;D3YVC1;D3YWJ3	RS2_MOUSE	Rps2	40S ribosomal protein S2
19.9271984100342	20.2366046905518	20.1833782196045	20.0823097229004	20.2641448974609	19.960391998291	20.3303127288818	20.4803199768066			0.546662289453364	1	-0.151419639587402	-0.662027148916038	P25446	P25446	TNR6_MOUSE	Fas	Tumor necrosis factor receptor superfamily member 6
18.1895637512207	NaN	NaN	NaN	NaN	NaN	NaN	NaN			0	0.96630800681431	NaN	0	P25688	P25688;A0A0G2JG44;D3Z4U1	URIC_MOUSE	Uox	Uricase
20.7530498504639	20.7326107025146	20.8991355895996	20.5734558105469	20.7087841033936	20.685848236084	20.602933883667	20.6051979064941			0.579451281510748	1	0.088871955871582	0.516630605392621	P25799	P25799;A0A0G2JGK6;P25799-2;P25799-3;P25799-4	NFKB1_MOUSE	Nfkb1	Nuclear factor NF-kappa-B p105 subunit
21.0327739715576	20.6839065551758	21.3985290527344	21.2290592193604	21.26198387146	20.7270450592041	21.290397644043	21.2152004241943			0.0658534909075808	1	-0.0375895500183105	-0.123993901852706	P25911-2	P25911;P25911-2	LYN_MOUSE	Lyn	Isoform of P25911, Isoform 2 of Tyrosine-protein kinase Lyn
21.0204162597656	21.0708618164063	21.253755569458	21.0825576782227	21.1779041290283	21.1470489501953	21.3077201843262	21.1670265197754			0.727254939714131	1	-0.0930271148681641	-0.572368436120461	P25976;P25976-2	P25976;A2AWT5;A2AWT6;A2AWT7;P25976-2	UBF1_MOUSE	Ubtf	Nucleolar transcription factor 1
26.1882438659668	25.8330631256104	25.3863983154297	25.7116641998291	26.0289669036865	25.6944389343262	25.6543292999268	25.9879264831543			0.119583919393994	1	-0.0615730285644531	-0.210874831395583	P26039	P26039;F6S1V7;F6SX70	TLN1_MOUSE	Tln1	Talin-1
19.7418479919434	19.7603034973145	20.3064804077148	20.0469875335693	19.5780258178711	19.7593460083008	19.8897304534912	20.0081272125244			0.423882899282209	1	0.155097484588623	0.590771395403647	P26040	P26040	EZRI_MOUSE	Ezr	Ezrin
25.6255989074707	25.4816913604736	25.4565010070801	25.4882392883301	25.5048847198486	25.6776523590088	25.2941112518311	25.524356842041			0.0511188171041143	1	0.01275634765625	0.0680068572780031	P26041	P26040;P26041;P26043;Q7TSG6	MOES_MOUSE	Msn	Moesin
22.3834857940674	22.4938678741455	22.4095134735107	22.4619808197021	22.5175075531006	22.6722297668457	22.6249523162842	22.522705078125			1.73930781347379	1	-0.147136688232422	-1.00951569087062	P26043	P26043	RADI_MOUSE	Rdx	Radixin
19.6513290405273	19.7208385467529	19.6176128387451	19.3539218902588	19.260929107666	18.8998146057129	19.585168838501	19.6506958007813			0.586097691925622	1	0.236773490905762	0.816195658420672	P26187	P26187	MGMT_MOUSE	Mgmt	Methylated-DNA--protein-cysteine methyltransferase
22.2950172424316	22.4536170959473	22.3889846801758	22.3752574920654	22.4361591339111	22.4640350341797	22.5050106048584	22.4449329376221			1.2393413716123	1	-0.084315299987793	-0.620007543539947	P26231	P26231;Q61301;E0CXB9;Q61301-2;Q61301-3	CTNA1_MOUSE	Ctnna1	Catenin alpha-1
19.6665725708008	19.3729152679443	19.6858959197998	20.6359443664551	19.694673538208	NaN	20.0469608306885	20.4075660705566			0.226381258133645	1	-0.209401448567707	-0.447611482179178	P26262	P26262	KLKB1_MOUSE	Klkb1	Plasma kallikrein
20.4243335723877	20.4735584259033	20.396821975708	NaN	NaN	NaN	20.2217693328857	20.1394863128662			2.02213858055282	1	0.250943501790363	1.76484304706099	P26323	P26323	FLI1_MOUSE	Fli1	Friend leukemia integration 1 transcription factor
22.6108894348145	22.665943145752	22.9250717163086	22.6871509552002	22.5986957550049	22.7908706665039	22.5970668792725	22.8728466033936			0.0257140269113064	1	0.00739383697509766	0.0372787644781623	P26350	P26350	PTMA_MOUSE	Ptma	Prothymosin alpha
21.8826942443848	21.8857498168945	21.8130168914795	21.7297306060791	21.9367599487305	22.1353359222412	21.8716640472412	21.8790855407715			0.903528261418764	1	-0.127913475036621	-0.744789270924071	P26369	P26369	U2AF2_MOUSE	U2af2	Splicing factor U2AF 65 kDa subunit
25.8466415405273	25.7191467285156	25.8049812316895	25.8316040039063	25.8098850250244	25.7402496337891	25.8912105560303	25.7311267852783			0.0563473782348123	1	0.00747537612915039	0.050924256388165	P26443	P26443	DHE3_MOUSE	Glud1	Glutamate dehydrogenase 1, mitochondrial
19.6661128997803	19.5808372497559	19.580810546875	19.476921081543	19.4404315948486	19.5284156799316	19.2732849121094	19.7578773498535			0.294575458362154	1	0.0761680603027344	0.366008238725299	P26450	P26450;A0A087WQM2;Q80UI5	P85A_MOUSE	Pik3r1	Phosphatidylinositol 3-kinase regulatory subunit alpha
22.7489318847656	22.6273517608643	22.8005485534668	22.7791786193848	22.7539615631104	22.4120025634766	22.8075218200684	22.755126953125			0.232138224794212	1	0.056849479675293	0.285957411957423	P26516	P26516	PSMD7_MOUSE	Psmd7	26S proteasome non-ATPase regulatory subunit 7
19.4374980926514	19.6737308502197	19.6690883636475	19.3641242980957	19.7463321685791	19.847448348999	20.1594333648682	19.848560333252			1.64252963313462	1	-0.364333152770996	-1.65749308563773	P26618	P26618;P26618-2	PGFRA_MOUSE	Pdgfra	Platelet-derived growth factor receptor alpha
21.927433013916	22.0129795074463	22.0471210479736	21.9732666015625	21.9973411560059	21.9295539855957	21.9006252288818	21.9285678863525			0.764969385449286	1	0.051177978515625	0.384827107359884	P26638	P26638;Q8C483	SYSC_MOUSE	Sars	Serine--tRNA ligase, cytoplasmic
23.0472545623779	23.4253826141357	23.3305625915527	23.0678367614746	23.4839954376221	23.8014297485352	23.8166637420654	23.4074840545654			1.55312938810432	1	-0.409634113311768	-1.69178507428314	P26645	P26645	MARCS_MOUSE	Marcks	Myristoylated alanine-rich C-kinase substrate
23.9766616821289	24.3438892364502	24.3157501220703	24.2748279571533	24.1552391052246	24.607666015625	24.1907958984375	24.246337890625			0.214352966924274	1	-0.0722274780273438	-0.308075395041939	P26883	P26883	FKB1A_MOUSE	Fkbp1a	Peptidyl-prolyl cis-trans isomerase FKBP1A
NaN	NaN	19.7265300750732	NaN	NaN	NaN	19.2949104309082	19.9165363311768			0	0.971513448689395	0.120806694030762	0	P27005	P27005	S10A8_MOUSE	S100a8	Protein S100-A8
20.651611328125	20.946008682251	21.2608127593994	20.9881801605225	20.889497756958	20.8887557983398	21.1544971466064	20.8912048339844			0.013544599672789	1	0.00566434860229492	0.0234879002468068	P27046	P27046	MA2A1_MOUSE	Man2a1	Alpha-mannosidase 2
20.5032558441162	20.4837589263916	21.0391025543213	21.0442295074463	20.71315574646	20.6187992095947	20.5258502960205	20.5351848602295			0.465773348021155	1	0.169339179992676	0.640959363732351	P27048;P63163	P27048;P63163	RSMB_MOUSE;RSMN_MOUSE	Snrpb;Snrpn	Small nuclear ribonucleoprotein-associated protein B
19.0584754943848	19.0857009887695	18.6612110137939	19.1443023681641	19.173641204834	18.8493595123291	18.9268550872803	19.1405181884766			0.0945061478692764	1	-0.0351710319519043	-0.149092158403294	P27090	P27090;A0A0A6YXU9	TGFB2_MOUSE	Tgfb2	Transforming growth factor beta-2
23.8036193847656	23.6338939666748	23.3285636901855	23.4203910827637	23.7963886260986	23.7046146392822	23.5459251403809	23.6638813018799			0.505392281464386	1	-0.131085395812988	-0.598963334614771	P27546;P27546-2	P27546;A0A0B4J1F2;A0A0B4J1M9;A0A0G2JDY5;A0A0G2JFH2;A0A0G2JFK3;A0A0G2JG35;P27546-2;P27546-3	MAP4_MOUSE	Map4	Microtubule-associated protein 4
19.6857509613037	19.0524749755859	20.2016906738281	20.5498924255371	19.8177680969238	20.350622177124	19.6386470794678	19.2801380157471			0.0929621773636144	1	0.100658416748047	0.203400077576791	P27573	P27573;E9QK82	MYP0_MOUSE	Mpz	Myelin protein P0
20.0651721954346	20.1546573638916	20.2612552642822	20.1842746734619	20.2286186218262	20.0967674255371	20.280366897583	20.2487106323242			0.356376604828746	1	-0.0472760200500488	-0.300729858333174	P27601	P27601	GNA13_MOUSE	Gna13	Guanine nucleotide-binding protein subunit alpha-13
20.6156330108643	20.6406917572021	20.6867389678955	20.7807998657227	20.6991901397705	20.396821975708	20.7646293640137	20.7721729278564			0.0861042438530314	1	0.0227622985839844	0.116233553500227	P27612	P27612	PLAP_MOUSE	Plaa	Phospholipase A-2-activating protein
20.0450687408447	20.0408363342285	20.1814498901367	20.1522941589355	20.1350708007813	19.5207252502441	20.0166931152344	20.3364601135254			0.233899298041478	1	0.102674961090088	0.370273309543356	P27641	P27641	XRCC5_MOUSE	Xrcc5	X-ray repair cross-complementing protein 5
23.473690032959	23.2980728149414	23.5618343353271	23.4508457183838	23.4707889556885	23.3770046234131	23.3957920074463	23.1557712554932			0.506066817272407	1	0.0962715148925781	0.514290648717198	P27659	P27659	RL3_MOUSE	Rpl3	60S ribosomal protein L3
26.7331275939941	26.8691253662109	26.7864742279053	26.548267364502	26.7616710662842	27.1972579956055	26.9205379486084	26.6532001495361			0.499260527194213	1	-0.148918151855469	-0.629985569627417	P27773	P27773;F6Q404	PDIA3_MOUSE	Pdia3	Protein disulfide-isomerase A3
19.5037002563477	19.4557838439941	19.6701469421387	19.8687171936035	19.5209140777588	19.8841762542725	19.6080551147461	19.8217372894287			0.273697269515682	1	-0.0841336250305176	-0.370526885561583	P27808	P27808	MGAT1_MOUSE	Mgat1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
17.5105400085449	17.5365505218506	18.5556564331055	17.4889221191406	17.6271781921387	16.9365577697754	17.8903827667236	17.7167930603027			0.286320255993437	1	0.230189323425293	0.52961303668052	P27870	P27870;Q9R0C8;E9PXI0;Q8VDU4;Q9R0C8-4	VAV_MOUSE	Vav1	Proto-oncogene vav
17.4564914703369	17.3385791778564	17.7580013275146	17.3505344390869	17.9117603302002	16.6584339141846	17.2861251831055	17.3765830993652			0.248624423292593	1	0.167675971984863	0.447375342424071	P28028	P28028;F6SZ47	BRAF_MOUSE	Braf	Serine/threonine-protein kinase B-raf
20.7939281463623	21.1463775634766	21.6635417938232	21.2749710083008	21.0751838684082	20.9538803100586	21.6041927337646	21.241512298584			0.0014752826092585	0.99817982300885	0.00101232528686523	0.00308163825638467	P28063	P28063;G3UZW8	PSB8_MOUSE	Psmb8	Proteasome subunit beta type-8
20.0367641448975	20.2176570892334	21.1110725402832	20.2824726104736	20.289436340332	20.2462425231934	21.2922763824463	20.2847785949707			0.124546090404692	1	-0.116191864013672	-0.25864076953636	P28076	P28076;G3UYK5	PSB9_MOUSE	Psmb9	Proteasome subunit beta type-9
20.7703342437744	20.5671463012695	19.890172958374	20.0038948059082	20.6998081207275	20.4559135437012	20.4053134918213	20.4805183410645			0.398394000932542	1	-0.20250129699707	-0.626214602296211	P28229	P28229	CXG1_MOUSE	Gjc1	Gap junction gamma-1 protein
18.5016670227051	18.5986404418945	17.954475402832	NaN	18.8772659301758	18.9530601501465	18.5389614105225	NaN			0.857536438732699	1	-0.438168207804363	-1.29821719766426	P28235	P28235	CXA4_MOUSE	Gja4	Gap junction alpha-4 protein
23.2944736480713	23.3788032531738	23.4994792938232	23.6423797607422	23.4416942596436	23.2580490112305	23.4508457183838	23.4380187988281			0.26199344394456	1	0.0566320419311523	0.300017656190833	P28271	P28271	ACOC_MOUSE	Aco1	Cytoplasmic aconitate hydratase
23.8079471588135	23.7731399536133	23.6999015808105	23.6989898681641	23.6530284881592	23.5911502838135	23.7514095306396	23.7491607666016			0.579438507248818	1	0.058807373046875	0.398265738342684	P28301	P28301	LYOX_MOUSE	Lox	Protein-lysine 6-oxidase
21.3801250457764	21.3144016265869	21.3700752258301	21.4758701324463	21.1591873168945	21.4032192230225	21.3417682647705	21.2968406677246			0.660894706846267	1	0.0848641395568848	0.524732545183106	P28352	P28352;D3Z124	APEX1_MOUSE	Apex1	DNA-(apurinic or apyrimidinic site) lyase
22.2666168212891	22.2401847839355	22.2661876678467	22.36842918396	22.3337688446045	22.3678741455078	22.132116317749	22.3076229095459			5.04395330528817E-05	0.998043363299841	9.05990600585938E-06	5.67252409786849E-05	P28474	P28474	ADHX_MOUSE	Adh5	Alcohol dehydrogenase class-3
20.5411243438721	20.3497905731201	20.3582420349121	20.7800140380859	20.2828578948975	20.1692180633545	20.2915172576904	20.4477252960205			0.916085578185704	1	0.209463119506836	0.969179038902061	P28650	P28650;J3QN31;P28650-2	PURA1_MOUSE	Adssl1	Adenylosuccinate synthetase isozyme 1
19.5697154998779	19.6751022338867	19.7017116546631	19.4753513336182	19.403829574585	19.4272499084473	19.9250869750977	19.7175483703613			0.0330751430753146	1	-0.0129585266113281	-0.0551364048308193	P28651	P28651	CAH8_MOUSE	Ca8	Carbonic anhydrase-related protein
27.9347991943359	28.1662521362305	27.911491394043	27.8006820678711	28.0800189971924	28.1255130767822	28.0983142852783	27.7644081115723			0.22381323512554	1	-0.0637574195861816	-0.297454920150401	P28653	P28653	PGS1_MOUSE	Bgn	Biglycan
27.1588668823242	27.3260402679443	27.1802368164063	26.9541702270508	27.253360748291	27.5218868255615	27.3859081268311	27.0146541595459			0.476553075066284	1	-0.139123916625977	-0.59868278081788	P28654	P28654	PGS2_MOUSE	Dcn	Decorin
22.5495338439941	22.4510879516602	22.3715667724609	22.4702663421631	22.5391883850098	22.5475254058838	22.4703693389893	22.5792236328125			0.855686714391006	1	-0.073462963104248	-0.513254981428099	P28656	P28656;E9PW66	NP1L1_MOUSE	Nap1l1	Nucleosome assembly protein 1-like 1
20.9102115631104	21.0048809051514	20.9327430725098	20.6377944946289	21.0830841064453	20.4530620574951	20.8939685821533	20.971752166748			0.0457560148091455	1	0.0209407806396484	0.0806140341990831	P28658	P28658	ATX10_MOUSE	Atxn10	Ataxin-10
22.0266189575195	21.9056758880615	21.8957347869873	21.9951515197754	21.8529815673828	21.6200942993164	22.168981552124	22.1355686187744			0.0293328437693728	1	0.0113887786865234	0.0488179041263342	P28659;P28659-2;P28659-3;P28659-4	P28659;P28659-2;P28659-3;P28659-4	CELF1_MOUSE	Celf1	CUGBP Elav-like family member 1
21.2935104370117	21.2811660766602	21.3172378540039	21.24973487854	21.2823657989502	20.8752956390381	21.2563152313232	21.2472686767578			0.574841892700725	1	0.120100975036621	0.606660583491814	P28660	P28660;A2AS98;P28660-2	NCKP1_MOUSE	Nckap1	Nck-associated protein 1
19.2910537719727	19.4405059814453	19.5169582366943	19.8890342712402	19.3691082000732	19.7461986541748	20.0501003265381	19.5842838287354			0.341840575763904	1	-0.153034687042236	-0.524603858726635	P28661;P28661-2;P28661-4	P28661;P28661-2;P28661-3;P28661-4;P28661-5;P28661-6;Q5ND09;Q5ND13;Q5ND18	SEPT4_MOUSE	Sept4	Septin-4
24.7968482971191	23.4013767242432	24.4344844818115	25.0067672729492	24.4848251342773	22.9871063232422	23.843433380127	25.3653888702393			0.148272656945582	1	0.239680767059326	0.334617455645272	P28665	P28665;P28666	MUG1_MOUSE	Mug1	Murinoglobulin-1
20.2494621276855	20.5235347747803	20.7541198730469	20.6171588897705	20.2558841705322	20.2505397796631	20.5248928070068	20.3964042663574			0.694564655064151	1	0.179138660430908	0.795911053980516	P28700	P28700;Q6LC96	RXRA_MOUSE	Rxra	Retinoic acid receptor RXR-alpha
20.7442302703857	20.4264545440674	20.5694561004639	20.7075290679932	20.2619552612305	NaN	20.7215557098389	20.6033782958984			0.230224087554377	1	0.0829544067382813	0.340524341233401	P28740;P28740-1;P28740-2	P28740;E0CZ72;F6SUU5;F8VQ42;P28740-1;P28740-2	KIF2A_MOUSE	Kif2a	Kinesin-like protein KIF2A
19.9039154052734	19.4385566711426	19.973316192627	19.7649116516113	19.6587524414063	19.8552474975586	19.6762466430664	19.7828998565674			0.0757819464245128	1	0.026888370513916	0.11822102904934	P28741	P28741;B1AQZ2;Q3TET1;Q3UI47	KIF3A_MOUSE	Kif3a	Kinesin-like protein KIF3A
20.2108383178711	20.4183139801025	20.2978439331055	20.1142482757568	20.2471580505371	20.4103126525879	20.4724578857422	20.3409423828125			0.635147344189172	1	-0.107406616210938	-0.59432053257778	P28828	P28828;P35822	PTPRM_MOUSE	Ptprm	Receptor-type tyrosine-protein phosphatase mu
20.166633605957	19.978702545166	20.7815284729004	20.7189083099365	20.4244270324707	19.7921199798584	20.5965423583984	20.2863140106201			0.205045022739755	1	0.136592388153076	0.375032576902009	P28843	P28843	DPP4_MOUSE	Dpp4	Dipeptidyl peptidase 4
19.004674911499	19.4147129058838	19.7212924957275	19.0554542541504	19.2360172271729	19.9315586090088	19.0058059692383	19.297513961792			0.0968084027174387	1	-0.068690299987793	-0.191007843898124	P28862	P28862;Q922W6	MMP3_MOUSE	Mmp3	Stromelysin-1
21.2240791320801	21.1561336517334	21.0405750274658	21.1856479644775	21.269474029541	21.0700168609619	21.0073070526123	21.2180233001709			0.0498911028833022	1	0.0104036331176758	0.0601045043578932	P28867	P28867;P28867-2;Q1MX40;Q1MX41;Q1MX42;Q1MX43	KPCD_MOUSE	Prkcd	Protein kinase C delta type
19.433614730835	19.1454181671143	19.1647415161133	19.0245227813721	19.1063899993896	19.1250400543213	18.9162120819092	18.9522228240967			0.823737105749288	1	0.167108058929443	0.830207881492996	P29037	P29037;F6XYI9;F8WJ67;Q91YM5	TBP_MOUSE	Tbp	TATA-box-binding protein
18.7358074188232	18.6003551483154	18.7657623291016	18.9059982299805	18.5623874664307	18.4665622711182	18.6011219024658	18.7342109680176			0.987455005197852	1	0.160910129547119	0.875915583816669	P29319	P29319;Q8BRB1	EPHA3_MOUSE	Epha3	Ephrin type-A receptor 3
22.7005100250244	22.7386989593506	22.8673667907715	22.7699871063232	22.6986236572266	22.8292579650879	22.7756423950195	22.6698722839355			0.200290879236549	1	0.0257916450500488	0.170901519977211	P29341	A2A5N3;P29341	PABP1_MOUSE	Pabpc1	Polyadenylate-binding protein 1
19.2929592132568	19.1416835784912	20.152307510376	19.9408721923828	19.4204063415527	18.6465930938721	19.8478183746338	19.8143463134766			0.214356053333551	1	0.19966459274292	0.423323280362677	P29351;P29351-2;P29351-3	P29351;P29351-2;P29351-3	PTN6_MOUSE	Ptpn6	Tyrosine-protein phosphatase non-receptor type 6
20.938850402832	20.9766273498535	20.9659748077393	20.9194564819336	21.0938568115234	21.1060523986816	21.0619258880615	20.8555698394775			0.627160784330101	1	-0.0791239738464355	-0.494254003388869	P29387	P29387	GBB4_MOUSE	Gnb4	Guanine nucleotide-binding protein subunit beta-4
22.8393115997314	23.2228870391846	23.495044708252	23.4426822662354	23.2668952941895	23.0795402526855	23.4171886444092	23.1355247497559			0.0530630351261986	1	0.0251941680908203	0.0943812355953771	P29391	P29391;Q9CPX4	FRIL1_MOUSE	Ftl1	Ferritin light chain 1
21.625789642334	21.7498264312744	21.884241104126	21.6257228851318	21.7400856018066	21.9640464782715	21.9764595031738	21.593017578125			0.379778023165657	1	-0.0970072746276855	-0.459020497125458	P29416	P29416	HEXA_MOUSE	Hexa	Beta-hexosaminidase subunit alpha
19.3561935424805	19.013147354126	20.1756649017334	18.2021236419678	19.0555877685547	19.301248550415	19.8461627960205	18.4891510009766			0.00930183418082198	1	0.0137448310852051	0.0230451423005349	P29452	P29452	CASP1_MOUSE	Casp1	Caspase-1
22.0115375518799	22.0108680725098	22.2219905853271	21.7649765014648	22.0200119018555	22.3105068206787	22.5699844360352	22.0825481414795			0.770938639611409	1	-0.243419647216797	-0.951228216619943	P29533	P29533;A0A0G2JFP9;P29533-2;Q3UPN1;Q544V4	VCAM1_MOUSE	Vcam1	Vascular cell adhesion protein 1
20.3613929748535	20.5950126647949	21.1601219177246	20.9524803161621	20.6306762695313	19.6032733917236	20.6963558197021	20.867057800293			0.417211044743543	1	0.317911148071289	0.72657496546059	P29595	P29595	NEDD8_MOUSE	Nedd8	NEDD8
24.8217620849609	24.2395572662354	24.856201171875	25.6409587860107	24.487642288208	24.0227012634277	24.4095897674561	25.298921585083			0.369536069899842	1	0.334906101226807	0.679050118796662	P29699	P29699	FETUA_MOUSE	Ahsg	Alpha-2-HS-glycoprotein
24.169828414917	24.3579807281494	24.1289234161377	24.1034564971924	24.2812023162842	24.6321754455566	24.2443351745605	24.1111583709717			0.457220964749807	1	-0.127170562744141	-0.564690652315394	P29758	P29758	OAT_MOUSE	Oat	Ornithine aminotransferase, mitochondrial
21.8791408538818	21.3860816955566	21.3330402374268	22.0584983825684	21.5778102874756	21.3766174316406	21.4570503234863	21.8617649078369			0.178805178156323	1	0.0958795547485352	0.310320624553229	P29788	P29788	VTNC_MOUSE	Vtn	Vitronectin
22.6029109954834	20.8248920440674	21.7541160583496	22.0525913238525	21.2438449859619	20.585958480835	21.1968555450439	21.710521697998			0.690975804047698	1	0.624332427978516	1.16096022247685	P30115	P10648;P13745;P30115;A0A087WQI6;D3YZV3;D3Z6A6	GSTA3_MOUSE	Gsta3	Glutathione S-transferase A3
NaN	16.3227005004883	15.1161975860596	NaN	15.0973653793335	NaN	NaN	15.8468885421753			0.118677035338927	1	0.247322082519531	0.305267289432602	P30280	P30280	CCND2_MOUSE	Ccnd2	G1/S-specific cyclin-D2
20.4551200866699	20.527645111084	20.6439437866211	20.6125679016113	20.3784923553467	20.2036514282227	20.5615272521973	20.4446754455566			0.968218496030162	1	0.162732601165771	0.874513052198515	P30285	P30285;E9PZX7;E9Q9E4	CDK4_MOUSE	Cdk4	Cyclin-dependent kinase 4
21.9400482177734	22.0825729370117	21.9464263916016	21.8028373718262	22.007453918457	22.2112216949463	22.1013431549072	21.7654304504395			0.296068375862683	1	-0.0783910751342773	-0.371897379865214	P30412	P30412	PPIC_MOUSE	Ppic	Peptidyl-prolyl cis-trans isomerase C
22.7486991882324	22.8926372528076	22.9985198974609	22.8329563140869	22.8023433685303	22.848970413208	22.9062786102295	22.8601875305176			0.0881327293449946	1	0.0137581825256348	0.0878042053233474	P30416	P30416;D6RDE2;F6S2D5;F7CAT1	FKBP4_MOUSE	Fkbp4	Peptidyl-prolyl cis-trans isomerase FKBP4
22.2020702362061	22.036190032959	23.3138484954834	22.3455638885498	22.0163974761963	22.274206161499	22.2520904541016	22.6083793640137			0.243277810686608	1	0.186649799346924	0.453441397533039	P30681	P30681	HMGB2_MOUSE	Hmgb2	High mobility group protein B2
20.5672302246094	19.9100666046143	20.3391723632813	20.7662887573242	19.8257236480713	20.5140190124512	20.5766429901123	NaN			0.111781285170669	1	0.0902276039123535	0.227622937729308	P30987	P30987	TA2R_MOUSE	Tbxa2r	Thromboxane A2 receptor
22.4687976837158	22.5907115936279	22.4373722076416	22.4571590423584	22.5244178771973	22.4831047058105	22.6809539794922	22.5185718536377			0.519816070884941	1	-0.0632519721984863	-0.40535820125888	P30999	P30999;D3Z2H2;D3Z2H7;D3Z7H6;E9Q8Z4;E9Q8Z5;E9Q8Z6;E9Q8Z8;E9Q8Z9;E9Q901;E9Q903;E9Q904;E9Q905;E9Q906;E9Q907;E9Q986;G3X9V2;P30999-2;P30999-3	CTND1_MOUSE	Ctnnd1	Catenin delta-1
22.3540897369385	21.6497097015381	21.683952331543	21.9588813781738	21.9727516174316	21.6934795379639	21.5808811187744	21.7351551055908			0.400074099083216	1	0.166091442108154	0.587780679476174	P31001	P31001	DESM_MOUSE	Des	Desmin
